0.05	-0.08	0.62
-0.13	0.06	1.23
0.05	-0.08	0.62
-0.13	0.05	1.23
0.04	-0.08	0.63
-0.13	0.05	1.23
0.04	-0.08	0.63
-0.13	0.05	1.22
0.04	-0.08	0.64
-0.12	0.05	1.22
0.04	-0.08	0.64
-0.12	0.05	1.22
0.04	-0.08	0.64
-0.12	0.05	1.22
0.04	-0.08	0.65
-0.12	0.05	1.22
0.04	-0.08	0.66
-0.12	0.05	1.22
0.04	-0.08	0.66
-0.11	0.05	1.22
0.04	-0.08	0.67
-0.11	0.05	1.21
0.03	-0.08	0.67
-0.11	0.05	1.21
